InventoryID,Item,Store,Brand,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,PayAmount
ITEM_0040_4,ITEM_0040,4,10,2,VENDOR_002,8707,2025-04-19,2025-04-21,2025-04-22,2025-05-04,62.0,24,1495.0
ITEM_0042_7,ITEM_0042,7,10,5,VENDOR_005,6260,2025-04-21,2025-04-24,2025-04-25,2025-05-09,19.0,21,397.0
ITEM_0045_6,ITEM_0045,6,6,3,VENDOR_003,7558,2025-04-19,2025-04-21,2025-04-23,2025-05-01,20.0,19,377.0
ITEM_0047_7,ITEM_0047,7,10,5,VENDOR_005,3870,2025-04-19,2025-04-21,2025-04-22,2025-05-03,19.0,33,633.0
ITEM_0048_3,ITEM_0048,3,5,6,VENDOR_006,5044,2025-04-19,2025-04-21,2025-04-20,2025-05-07,31.0,52,1613.0
ITEM_0049_9,ITEM_0049,9,9,9,VENDOR_009,8542,2025-04-23,2025-04-27,2025-04-25,2025-05-08,73.0,47,3411.0
ITEM_0050_7,ITEM_0050,7,3,5,VENDOR_005,7687,2025-04-21,2025-04-23,2025-04-25,2025-05-04,48.0,43,2075.0
ITEM_0050_9,ITEM_0050,9,3,10,VENDOR_010,9393,2025-04-22,2025-04-26,2025-04-25,2025-05-06,48.0,58,2799.0
ITEM_0002_3,ITEM_0002,3,4,7,VENDOR_007,3783,2025-04-22,2025-04-23,2025-04-25,2025-05-07,89.0,19,1698.0
ITEM_0002_8,ITEM_0002,8,4,5,VENDOR_005,7108,2025-04-26,2025-05-03,2025-04-29,2025-05-09,89.0,67,5988.0
ITEM_0004_3,ITEM_0004,3,6,6,VENDOR_006,6501,2025-04-20,2025-04-25,2025-04-21,2025-05-02,46.0,31,1434.0
ITEM_0004_4,ITEM_0004,4,6,3,VENDOR_003,4656,2025-04-20,2025-04-21,2025-04-23,2025-05-04,46.0,12,555.0
ITEM_0004_6,ITEM_0004,6,6,3,VENDOR_003,2544,2025-04-20,2025-04-22,2025-04-24,2025-05-08,46.0,12,555.0
ITEM_0006_1,ITEM_0006,1,7,10,VENDOR_010,4973,2025-04-20,2025-04-26,2025-04-24,2025-05-03,68.0,79,5406.0
ITEM_0007_3,ITEM_0007,3,7,1,VENDOR_001,2142,2025-04-20,2025-04-22,2025-04-24,2025-05-09,60.0,18,1078.0
ITEM_0007_10,ITEM_0007,10,7,7,VENDOR_007,4068,2025-04-20,2025-04-24,2025-04-21,2025-05-05,60.0,36,2155.0
ITEM_0008_4,ITEM_0008,4,8,9,VENDOR_009,7780,2025-04-22,2025-04-24,2025-04-23,2025-05-08,80.0,18,1448.0
ITEM_0009_1,ITEM_0009,1,7,10,VENDOR_010,3539,2025-04-20,2025-04-22,2025-04-22,2025-05-07,61.0,37,2244.0
ITEM_0009_9,ITEM_0009,9,7,10,VENDOR_010,3886,2025-04-20,2025-04-24,2025-04-22,2025-05-06,61.0,25,1517.0
ITEM_0012_3,ITEM_0012,3,10,2,VENDOR_002,7326,2025-04-20,2025-04-23,2025-04-22,2025-05-05,83.0,58,4805.0
ITEM_0012_5,ITEM_0012,5,10,2,VENDOR_002,1579,2025-04-20,2025-04-24,2025-04-21,2025-05-01,83.0,88,7290.0
ITEM_0012_7,ITEM_0012,7,10,5,VENDOR_005,9663,2025-04-20,2025-04-23,2025-04-24,2025-05-04,83.0,44,3645.0
ITEM_0013_6,ITEM_0013,6,5,10,VENDOR_010,1493,2025-04-20,2025-04-26,2025-04-21,2025-04-30,76.0,60,4588.0
ITEM_0014_1,ITEM_0014,1,6,8,VENDOR_008,1602,2025-04-20,2025-05-06,2025-04-21,2025-05-05,25.0,32,804.0
ITEM_0015_1,ITEM_0015,1,3,10,VENDOR_010,7966,2025-04-20,2025-04-25,2025-04-24,2025-05-03,96.0,81,7788.0
ITEM_0015_7,ITEM_0015,7,3,5,VENDOR_005,7830,2025-04-22,2025-04-25,2025-04-24,2025-05-09,96.0,40,3846.0
ITEM_0016_5,ITEM_0016,5,2,10,VENDOR_010,9040,2025-04-20,2025-04-27,2025-04-21,2025-05-04,35.0,65,2278.0
ITEM_0017_5,ITEM_0017,5,4,8,VENDOR_008,1298,2025-05-03,2025-05-18,2025-05-04,2025-05-16,83.0,29,2403.0
ITEM_0018_4,ITEM_0018,4,6,3,VENDOR_003,5621,2025-04-21,2025-04-23,2025-04-23,2025-05-07,29.0,10,295.0
ITEM_0019_3,ITEM_0019,3,3,6,VENDOR_006,7233,2025-04-20,2025-04-22,2025-04-24,2025-05-02,75.0,55,4098.0
ITEM_0019_8,ITEM_0019,8,3,5,VENDOR_005,7386,2025-04-20,2025-04-29,2025-04-22,2025-05-06,75.0,77,5737.0
ITEM_0021_4,ITEM_0021,4,2,9,VENDOR_009,2348,2025-04-21,2025-04-23,2025-04-25,2025-05-06,85.0,23,1951.0
ITEM_0023_6,ITEM_0023,6,1,1,VENDOR_001,9684,2025-04-20,2025-04-24,2025-04-21,2025-05-06,12.0,33,395.0
ITEM_0023_10,ITEM_0023,10,1,2,VENDOR_002,7985,2025-04-26,2025-05-02,2025-04-28,2025-05-07,12.0,39,467.0
ITEM_0024_5,ITEM_0024,5,3,10,VENDOR_010,4025,2025-04-27,2025-05-02,2025-04-30,2025-05-15,48.0,78,3718.0
ITEM_0025_4,ITEM_0025,4,1,4,VENDOR_004,3868,2025-04-20,2025-04-24,2025-04-23,2025-05-04,41.0,28,1144.0
ITEM_0027_4,ITEM_0027,4,8,9,VENDOR_009,9879,2025-04-21,2025-04-23,2025-04-24,2025-05-01,91.0,12,1088.0
ITEM_0028_1,ITEM_0028,1,3,10,VENDOR_010,2777,2025-04-20,2025-04-25,2025-04-21,2025-05-05,11.0,50,575.0
ITEM_0028_6,ITEM_0028,6,3,5,VENDOR_005,3463,2025-04-25,2025-04-30,2025-04-28,2025-05-07,11.0,42,483.0
ITEM_0028_7,ITEM_0028,7,3,5,VENDOR_005,4448,2025-04-20,2025-04-24,2025-04-23,2025-05-03,11.0,25,287.0
ITEM_0028_9,ITEM_0028,9,3,10,VENDOR_010,2021,2025-04-22,2025-04-26,2025-04-26,2025-05-10,11.0,33,379.0
ITEM_0030_4,ITEM_0030,4,9,2,VENDOR_002,3057,2025-04-20,2025-04-21,2025-04-24,2025-05-09,37.0,24,891.0
ITEM_0031_3,ITEM_0031,3,9,2,VENDOR_002,7523,2025-04-20,2025-04-24,2025-04-22,2025-05-04,96.0,53,5086.0
ITEM_0034_10,ITEM_0034,10,10,2,VENDOR_002,2845,2025-04-20,2025-04-26,2025-04-22,2025-05-07,74.0,51,3796.0
ITEM_0036_6,ITEM_0036,6,5,10,VENDOR_010,5246,2025-04-20,2025-04-25,2025-04-22,2025-05-07,50.0,23,1159.0
ITEM_0038_3,ITEM_0038,3,5,6,VENDOR_006,5974,2025-04-20,2025-04-23,2025-04-23,2025-05-04,38.0,25,938.0
ITEM_0039_5,ITEM_0039,5,4,8,VENDOR_008,1021,2025-04-20,2025-04-26,2025-04-21,2025-04-30,27.0,52,1409.0
ITEM_0039_9,ITEM_0039,9,4,9,VENDOR_009,8613,2025-04-20,2025-04-22,2025-04-24,2025-05-02,27.0,34,921.0
ITEM_0040_7,ITEM_0040,7,10,5,VENDOR_005,9036,2025-04-20,2025-04-24,2025-04-22,2025-05-04,62.0,36,2242.0
ITEM_0041_4,ITEM_0041,4,9,2,VENDOR_002,8236,2025-04-20,2025-04-22,2025-04-21,2025-05-09,54.0,13,708.0
ITEM_0044_4,ITEM_0044,4,1,2,VENDOR_002,3592,2025-04-21,2025-04-22,2025-04-22,2025-05-08,82.0,13,1072.0
ITEM_0044_6,ITEM_0044,6,1,1,VENDOR_001,6726,2025-04-25,2025-04-29,2025-04-29,2025-05-14,82.0,34,2803.0
ITEM_0045_4,ITEM_0045,4,6,3,VENDOR_003,1161,2025-04-20,2025-04-22,2025-04-21,2025-05-07,20.0,19,377.0
ITEM_0047_8,ITEM_0047,8,10,5,VENDOR_005,3135,2025-04-20,2025-04-29,2025-04-21,2025-05-04,19.0,77,1478.0
ITEM_0049_4,ITEM_0049,4,9,2,VENDOR_002,4092,2025-04-22,2025-04-23,2025-04-24,2025-05-02,73.0,23,1669.0
ITEM_0003_6,ITEM_0003,6,6,3,VENDOR_003,5674,2025-04-22,2025-04-23,2025-04-23,2025-05-07,84.0,11,924.0
ITEM_0006_10,ITEM_0006,10,7,7,VENDOR_007,6109,2025-04-21,2025-04-25,2025-04-25,2025-05-05,68.0,53,3627.0
ITEM_0007_5,ITEM_0007,5,7,10,VENDOR_010,2582,2025-04-21,2025-04-27,2025-04-22,2025-05-08,60.0,54,3233.0
ITEM_0009_5,ITEM_0009,5,7,10,VENDOR_010,5191,2025-04-21,2025-04-28,2025-04-23,2025-05-09,61.0,37,2244.0
ITEM_0010_5,ITEM_0010,5,7,10,VENDOR_010,1965,2025-04-26,2025-04-29,2025-04-30,2025-05-08,57.0,77,4403.0
ITEM_0012_4,ITEM_0012,4,10,2,VENDOR_002,3587,2025-04-21,2025-04-23,2025-04-22,2025-05-05,83.0,29,2402.0
ITEM_0013_3,ITEM_0013,3,5,6,VENDOR_006,5850,2025-05-01,2025-05-02,2025-05-03,2025-05-17,76.0,60,4588.0
ITEM_0013_9,ITEM_0013,9,5,10,VENDOR_010,5830,2025-04-23,2025-04-27,2025-04-24,2025-05-12,76.0,48,3670.0
ITEM_0014_4,ITEM_0014,4,6,3,VENDOR_003,7938,2025-04-22,2025-04-24,2025-04-24,2025-05-09,25.0,9,226.0
ITEM_0014_8,ITEM_0014,8,6,8,VENDOR_008,5671,2025-04-21,2025-04-30,2025-04-22,2025-05-08,25.0,32,804.0
ITEM_0015_5,ITEM_0015,5,3,10,VENDOR_010,1807,2025-04-28,2025-05-02,2025-05-01,2025-05-08,96.0,81,7788.0
ITEM_0016_4,ITEM_0016,4,2,9,VENDOR_009,2149,2025-04-23,2025-04-25,2025-04-26,2025-05-04,35.0,21,736.0
ITEM_0016_9,ITEM_0016,9,2,10,VENDOR_010,8332,2025-04-24,2025-04-27,2025-04-27,2025-05-11,35.0,43,1507.0
ITEM_0017_3,ITEM_0017,3,4,7,VENDOR_007,8087,2025-04-21,2025-04-22,2025-04-24,2025-05-06,83.0,9,746.0
ITEM_0020_3,ITEM_0020,3,7,7,VENDOR_007,3765,2025-04-23,2025-04-24,2025-04-25,2025-05-11,82.0,26,2126.0
ITEM_0020_5,ITEM_0020,5,7,10,VENDOR_010,8111,2025-04-27,2025-05-04,2025-05-01,2025-05-11,82.0,80,6541.0
ITEM_0021_9,ITEM_0021,9,2,10,VENDOR_010,1973,2025-04-22,2025-04-27,2025-04-25,2025-05-07,85.0,46,3903.0
ITEM_0022_3,ITEM_0022,3,7,7,VENDOR_007,5509,2025-04-21,2025-04-23,2025-04-25,2025-05-03,34.0,16,546.0
ITEM_0022_5,ITEM_0022,5,7,10,VENDOR_010,2384,2025-04-28,2025-05-02,2025-05-02,2025-05-13,34.0,50,1705.0
ITEM_0024_1,ITEM_0024,1,3,10,VENDOR_010,5462,2025-04-21,2025-04-28,2025-04-25,2025-05-10,48.0,78,3718.0
ITEM_0025_5,ITEM_0025,5,1,2,VENDOR_002,4156,2025-04-26,2025-04-30,2025-04-30,2025-05-06,41.0,42,1716.0
ITEM_0026_6,ITEM_0026,6,6,3,VENDOR_003,1936,2025-04-22,2025-04-23,2025-04-25,2025-05-09,19.0,29,559.0
ITEM_0026_10,ITEM_0026,10,6,7,VENDOR_007,4604,2025-04-21,2025-04-24,2025-04-22,2025-05-03,19.0,59,1138.0
ITEM_0027_9,ITEM_0027,9,8,9,VENDOR_009,4920,2025-04-24,2025-04-27,2025-04-25,2025-05-05,91.0,24,2176.0
ITEM_0030_5,ITEM_0030,5,9,2,VENDOR_002,5587,2025-04-26,2025-05-04,2025-04-28,2025-05-14,37.0,74,2748.0
ITEM_0032_4,ITEM_0032,4,1,4,VENDOR_004,7511,2025-04-21,2025-04-24,2025-04-22,2025-05-02,21.0,52,1106.0
ITEM_0032_5,ITEM_0032,5,1,2,VENDOR_002,8542,2025-04-28,2025-05-03,2025-05-02,2025-05-12,21.0,78,1660.0
ITEM_0033_3,ITEM_0033,3,6,6,VENDOR_006,6903,2025-04-21,2025-04-22,2025-04-22,2025-05-07,30.0,27,808.0
ITEM_0034_3,ITEM_0034,3,10,2,VENDOR_002,1157,2025-04-24,2025-04-27,2025-04-25,2025-05-13,74.0,34,2531.0
ITEM_0034_4,ITEM_0034,4,10,3,VENDOR_003,4244,2025-04-21,2025-04-23,2025-04-25,2025-05-04,74.0,17,1265.0
ITEM_0034_6,ITEM_0034,6,10,1,VENDOR_001,7137,2025-04-21,2025-04-25,2025-04-24,2025-05-03,74.0,42,3126.0
ITEM_0034_7,ITEM_0034,7,10,5,VENDOR_005,5083,2025-04-21,2025-04-23,2025-04-22,2025-05-10,74.0,25,1861.0
ITEM_0035_4,ITEM_0035,4,9,2,VENDOR_002,3130,2025-04-21,2025-04-23,2025-04-22,2025-05-07,32.0,13,421.0
ITEM_0036_1,ITEM_0036,1,5,6,VENDOR_006,3979,2025-04-21,2025-04-28,2025-04-23,2025-05-04,50.0,13,655.0
ITEM_0037_5,ITEM_0037,5,1,2,VENDOR_002,9024,2025-04-28,2025-05-04,2025-05-01,2025-05-17,35.0,32,1110.0
ITEM_0039_10,ITEM_0039,10,4,7,VENDOR_007,8300,2025-04-21,2025-04-25,2025-04-24,2025-05-10,27.0,34,921.0
ITEM_0040_2,ITEM_0040,2,10,3,VENDOR_003,2203,2025-04-21,2025-04-23,2025-04-25,2025-05-10,62.0,36,2242.0
ITEM_0042_3,ITEM_0042,3,10,2,VENDOR_002,2642,2025-04-24,2025-04-27,2025-04-25,2025-05-04,19.0,29,548.0
ITEM_0043_3,ITEM_0043,3,9,2,VENDOR_002,1941,2025-04-27,2025-05-01,2025-04-29,2025-05-16,21.0,57,1206.0
ITEM_0043_4,ITEM_0043,4,9,2,VENDOR_002,5643,2025-04-21,2025-04-22,2025-04-22,2025-05-02,21.0,28,592.0
ITEM_0045_2,ITEM_0045,2,6,8,VENDOR_008,2471,2025-05-02,2025-05-10,2025-05-03,2025-05-16,20.0,48,952.0
ITEM_0045_5,ITEM_0045,5,6,8,VENDOR_008,6572,2025-04-21,2025-05-05,2025-04-25,2025-05-04,20.0,58,1150.0
ITEM_0046_3,ITEM_0046,3,7,7,VENDOR_007,8651,2025-04-21,2025-04-22,2025-04-22,2025-05-08,43.0,17,730.0
ITEM_0047_10,ITEM_0047,10,10,2,VENDOR_002,5127,2025-04-21,2025-04-26,2025-04-22,2025-05-09,19.0,66,1267.0
ITEM_0001_1,ITEM_0001,1,1,6,VENDOR_006,7784,2025-04-24,2025-04-25,2025-04-28,2025-05-06,34.0,18,620.0
ITEM_0002_4,ITEM_0002,4,4,9,VENDOR_009,4666,2025-04-22,2025-04-23,2025-04-23,2025-05-09,89.0,19,1698.0
ITEM_0002_7,ITEM_0002,7,4,5,VENDOR_005,6478,2025-04-22,2025-04-25,2025-04-24,2025-05-11,89.0,28,2502.0
ITEM_0003_4,ITEM_0003,4,6,3,VENDOR_003,9282,2025-04-22,2025-04-24,2025-04-24,2025-05-10,84.0,11,924.0
ITEM_0003_10,ITEM_0003,10,6,7,VENDOR_007,6565,2025-04-22,2025-04-25,2025-04-26,2025-05-10,84.0,22,1847.0
ITEM_0006_3,ITEM_0006,3,7,1,VENDOR_001,8576,2025-04-22,2025-04-24,2025-04-25,2025-05-08,68.0,26,1779.0
ITEM_0008_9,ITEM_0008,9,8,9,VENDOR_009,5092,2025-04-22,2025-04-25,2025-04-23,2025-05-04,80.0,37,2976.0
ITEM_0014_6,ITEM_0014,6,6,3,VENDOR_003,7955,2025-04-23,2025-04-25,2025-04-24,2025-05-09,25.0,9,226.0
ITEM_0015_3,ITEM_0015,3,3,6,VENDOR_006,7171,2025-04-28,2025-05-01,2025-04-30,2025-05-13,96.0,68,6538.0
ITEM_0017_9,ITEM_0017,9,4,9,VENDOR_009,1824,2025-04-28,2025-04-30,2025-05-02,2025-05-16,83.0,19,1575.0
ITEM_0017_10,ITEM_0017,10,4,5,VENDOR_005,8035,2025-04-22,2025-04-24,2025-04-25,2025-05-09,83.0,9,746.0
ITEM_0018_3,ITEM_0018,3,6,6,VENDOR_006,9868,2025-04-22,2025-04-24,2025-04-23,2025-05-07,29.0,25,737.0
ITEM_0019_10,ITEM_0019,10,3,4,VENDOR_004,8896,2025-04-22,2025-04-27,2025-04-25,2025-05-08,75.0,77,5737.0
ITEM_0020_6,ITEM_0020,6,7,10,VENDOR_010,3453,2025-04-28,2025-05-03,2025-05-02,2025-05-12,82.0,66,5396.0
ITEM_0024_3,ITEM_0024,3,3,6,VENDOR_006,1321,2025-04-24,2025-04-30,2025-04-28,2025-05-08,48.0,65,3098.0
ITEM_0025_6,ITEM_0025,6,1,1,VENDOR_001,7644,2025-04-22,2025-04-27,2025-04-24,2025-05-02,41.0,35,1430.0
ITEM_0026_3,ITEM_0026,3,6,6,VENDOR_006,7730,2025-04-22,2025-04-28,2025-04-23,2025-05-11,19.0,74,1427.0
ITEM_0028_3,ITEM_0028,3,3,6,VENDOR_006,7728,2025-04-22,2025-05-02,2025-04-26,2025-05-03,11.0,42,483.0
ITEM_0029_3,ITEM_0029,3,7,1,VENDOR_001,3332,2025-04-22,2025-04-24,2025-04-26,2025-05-02,65.0,27,1760.0
ITEM_0030_4,ITEM_0030,4,9,9,VENDOR_009,4772,2025-04-25,2025-04-26,2025-04-27,2025-05-12,37.0,24,891.0
ITEM_0030_9,ITEM_0030,9,9,9,VENDOR_009,9514,2025-04-25,2025-04-28,2025-04-28,2025-05-06,37.0,49,1820.0
ITEM_0031_4,ITEM_0031,4,9,2,VENDOR_002,5290,2025-04-23,2025-04-25,2025-04-26,2025-05-07,96.0,26,2495.0
ITEM_0032_1,ITEM_0032,1,1,6,VENDOR_006,2001,2025-04-22,2025-04-23,2025-04-25,2025-05-05,21.0,39,830.0
ITEM_0032_6,ITEM_0032,6,1,1,VENDOR_001,2980,2025-04-22,2025-04-27,2025-04-24,2025-05-05,21.0,65,1383.0
ITEM_0033_4,ITEM_0033,4,6,3,VENDOR_003,3028,2025-04-24,2025-04-26,2025-04-26,2025-05-13,30.0,10,299.0
ITEM_0033_6,ITEM_0033,6,6,3,VENDOR_003,8024,2025-04-22,2025-04-23,2025-04-24,2025-05-08,30.0,10,299.0
ITEM_0033_8,ITEM_0033,8,6,8,VENDOR_008,2086,2025-04-24,2025-05-09,2025-04-28,2025-05-07,30.0,38,1137.0
ITEM_0037_1,ITEM_0037,1,1,6,VENDOR_006,5423,2025-04-26,2025-04-27,2025-04-29,2025-05-08,35.0,16,555.0
ITEM_0037_4,ITEM_0037,4,1,4,VENDOR_004,4191,2025-04-25,2025-04-29,2025-04-28,2025-05-05,35.0,21,729.0
ITEM_0038_9,ITEM_0038,9,5,10,VENDOR_010,4267,2025-04-25,2025-04-28,2025-04-26,2025-05-05,38.0,20,751.0
ITEM_0039_3,ITEM_0039,3,4,7,VENDOR_007,3327,2025-04-23,2025-04-24,2025-04-27,2025-05-08,27.0,17,461.0
ITEM_0039_4,ITEM_0039,4,4,9,VENDOR_009,2236,2025-04-22,2025-04-24,2025-04-23,2025-05-10,27.0,17,461.0
ITEM_0039_7,ITEM_0039,7,4,5,VENDOR_005,4324,2025-04-24,2025-04-27,2025-04-27,2025-05-09,27.0,26,705.0
ITEM_0040_4,ITEM_0040,4,10,2,VENDOR_002,3093,2025-04-22,2025-04-24,2025-04-26,2025-05-08,62.0,24,1495.0
ITEM_0042_2,ITEM_0042,2,10,3,VENDOR_003,2986,2025-04-25,2025-04-28,2025-04-26,2025-05-13,19.0,21,397.0
ITEM_0042_4,ITEM_0042,4,10,2,VENDOR_002,6790,2025-04-23,2025-04-25,2025-04-26,2025-05-07,19.0,14,265.0
ITEM_0045_6,ITEM_0045,6,6,3,VENDOR_003,4891,2025-04-22,2025-04-24,2025-04-23,2025-05-04,20.0,19,377.0
ITEM_0045_10,ITEM_0045,10,6,7,VENDOR_007,1799,2025-04-25,2025-04-29,2025-04-28,2025-05-05,20.0,39,773.0
ITEM_0046_9,ITEM_0046,9,7,10,VENDOR_010,2306,2025-04-24,2025-04-29,2025-04-26,2025-05-11,43.0,35,1502.0
ITEM_0047_4,ITEM_0047,4,10,2,VENDOR_002,4603,2025-04-22,2025-04-23,2025-04-26,2025-05-05,19.0,22,422.0
ITEM_0050_10,ITEM_0050,10,3,4,VENDOR_004,5133,2025-05-01,2025-05-08,2025-05-04,2025-05-19,48.0,102,4923.0
ITEM_0001_5,ITEM_0001,5,1,2,VENDOR_002,8641,2025-04-23,2025-04-28,2025-04-25,2025-05-06,34.0,36,1239.0
ITEM_0001_6,ITEM_0001,6,1,1,VENDOR_001,2867,2025-04-23,2025-04-27,2025-04-27,2025-05-12,34.0,30,1033.0
ITEM_0002_1,ITEM_0002,1,4,8,VENDOR_008,4406,2025-04-23,2025-04-26,2025-04-25,2025-05-06,89.0,67,5988.0
ITEM_0002_5,ITEM_0002,5,4,8,VENDOR_008,3659,2025-04-23,2025-04-30,2025-04-25,2025-05-09,89.0,57,5094.0
ITEM_0004_4,ITEM_0004,4,6,3,VENDOR_003,3778,2025-04-25,2025-04-26,2025-04-27,2025-05-12,46.0,12,555.0
ITEM_0004_6,ITEM_0004,6,6,3,VENDOR_003,4559,2025-04-23,2025-04-24,2025-04-25,2025-05-05,46.0,12,555.0
ITEM_0007_1,ITEM_0007,1,7,10,VENDOR_010,5957,2025-04-30,2025-05-04,2025-05-02,2025-05-18,60.0,54,3233.0
ITEM_0007_3,ITEM_0007,3,7,1,VENDOR_001,4908,2025-04-25,2025-04-26,2025-04-29,2025-05-13,60.0,18,1078.0
ITEM_0007_9,ITEM_0007,9,7,10,VENDOR_010,9434,2025-04-27,2025-04-28,2025-04-29,2025-05-07,60.0,36,2155.0
ITEM_0009_6,ITEM_0009,6,7,1,VENDOR_001,5445,2025-04-23,2025-04-28,2025-04-24,2025-05-08,61.0,31,1880.0
ITEM_0009_10,ITEM_0009,10,7,7,VENDOR_007,6804,2025-04-23,2025-04-27,2025-04-26,2025-05-10,61.0,25,1517.0
ITEM_0010_3,ITEM_0010,3,7,7,VENDOR_007,6046,2025-04-23,2025-04-24,2025-04-24,2025-05-05,57.0,25,1430.0
ITEM_0010_10,ITEM_0010,10,7,7,VENDOR_007,9193,2025-04-23,2025-04-26,2025-04-24,2025-05-10,57.0,51,2916.0
ITEM_0011_4,ITEM_0011,4,1,4,VENDOR_004,7839,2025-04-23,2025-04-26,2025-04-26,2025-05-06,30.0,22,656.0
ITEM_0012_2,ITEM_0012,2,10,3,VENDOR_003,4139,2025-04-26,2025-04-28,2025-04-29,2025-05-09,83.0,44,3645.0
ITEM_0014_10,ITEM_0014,10,6,7,VENDOR_007,8451,2025-04-23,2025-04-27,2025-04-27,2025-05-09,25.0,18,452.0
ITEM_0015_9,ITEM_0015,9,3,10,VENDOR_010,1458,2025-04-23,2025-04-25,2025-04-25,2025-05-04,96.0,54,5192.0
ITEM_0016_6,ITEM_0016,6,2,10,VENDOR_010,5180,2025-04-27,2025-05-02,2025-05-01,2025-05-07,35.0,54,1892.0
ITEM_0018_6,ITEM_0018,6,6,3,VENDOR_003,6854,2025-04-23,2025-04-25,2025-04-25,2025-05-08,29.0,10,295.0
ITEM_0018_10,ITEM_0018,10,6,7,VENDOR_007,6448,2025-04-29,2025-05-01,2025-05-01,2025-05-11,29.0,20,590.0
ITEM_0020_1,ITEM_0020,1,7,10,VENDOR_010,7229,2025-04-29,2025-05-03,2025-05-01,2025-05-15,82.0,80,6541.0
ITEM_0022_6,ITEM_0022,6,7,10,VENDOR_010,8878,2025-04-29,2025-05-03,2025-05-02,2025-05-11,34.0,41,1398.0
ITEM_0023_1,ITEM_0023,1,1,6,VENDOR_006,2808,2025-04-23,2025-04-28,2025-04-27,2025-05-11,12.0,19,227.0
ITEM_0025_10,ITEM_0025,10,1,4,VENDOR_004,8452,2025-04-23,2025-04-28,2025-04-27,2025-05-09,41.0,49,2002.0
ITEM_0026_4,ITEM_0026,4,6,3,VENDOR_003,7123,2025-04-23,2025-04-25,2025-04-27,2025-05-10,19.0,29,559.0
ITEM_0028_4,ITEM_0028,4,3,4,VENDOR_004,2452,2025-04-23,2025-04-26,2025-04-25,2025-05-11,11.0,33,379.0
ITEM_0029_9,ITEM_0029,9,7,10,VENDOR_010,1019,2025-04-27,2025-04-30,2025-04-28,2025-05-12,65.0,54,3520.0
ITEM_0032_10,ITEM_0032,10,1,4,VENDOR_004,5109,2025-04-23,2025-04-30,2025-04-25,2025-05-03,21.0,91,1936.0
ITEM_0034_8,ITEM_0034,8,10,5,VENDOR_005,6375,2025-04-23,2025-04-30,2025-04-27,2025-05-10,74.0,59,4392.0
ITEM_0036_5,ITEM_0036,5,5,10,VENDOR_010,8926,2025-04-23,2025-04-30,2025-04-24,2025-05-05,50.0,27,1361.0
ITEM_0038_6,ITEM_0038,6,5,10,VENDOR_010,2571,2025-04-23,2025-04-29,2025-04-24,2025-05-09,38.0,25,938.0
ITEM_0040_3,ITEM_0040,3,10,2,VENDOR_002,2441,2025-04-25,2025-04-29,2025-04-26,2025-05-14,62.0,48,2990.0
ITEM_0040_5,ITEM_0040,5,10,2,VENDOR_002,8238,2025-05-04,2025-05-09,2025-05-05,2025-05-20,62.0,72,4485.0
ITEM_0041_4,ITEM_0041,4,9,9,VENDOR_009,9597,2025-04-23,2025-04-25,2025-04-26,2025-05-08,54.0,13,708.0
ITEM_0041_5,ITEM_0041,5,9,2,VENDOR_002,4680,2025-04-29,2025-05-04,2025-05-03,2025-05-11,54.0,39,2124.0
ITEM_0043_4,ITEM_0043,4,9,2,VENDOR_002,5070,2025-04-24,2025-04-26,2025-04-25,2025-05-07,21.0,28,592.0
ITEM_0043_10,ITEM_0043,10,9,7,VENDOR_007,7362,2025-04-23,2025-04-26,2025-04-24,2025-05-08,21.0,57,1206.0
ITEM_0044_4,ITEM_0044,4,1,4,VENDOR_004,2773,2025-04-23,2025-04-27,2025-04-26,2025-05-09,82.0,27,2226.0
ITEM_0044_10,ITEM_0044,10,1,4,VENDOR_004,5190,2025-05-01,2025-05-07,2025-05-03,2025-05-19,82.0,47,3875.0
ITEM_0045_3,ITEM_0045,3,6,6,VENDOR_006,3695,2025-04-25,2025-04-30,2025-04-29,2025-05-07,20.0,48,952.0
ITEM_0045_4,ITEM_0045,4,6,3,VENDOR_003,9361,2025-04-23,2025-04-24,2025-04-27,2025-05-05,20.0,19,377.0
ITEM_0046_3,ITEM_0046,3,7,1,VENDOR_001,5309,2025-04-23,2025-04-26,2025-04-24,2025-05-09,43.0,17,730.0
ITEM_0047_3,ITEM_0047,3,10,2,VENDOR_002,8711,2025-04-23,2025-04-26,2025-04-25,2025-05-07,19.0,44,844.0
ITEM_0047_5,ITEM_0047,5,10,3,VENDOR_003,5366,2025-04-23,2025-04-28,2025-04-24,2025-05-07,19.0,55,1055.0
ITEM_0047_6,ITEM_0047,6,10,3,VENDOR_003,4545,2025-04-23,2025-04-24,2025-04-24,2025-05-11,19.0,22,422.0
ITEM_0047_7,ITEM_0047,7,10,5,VENDOR_005,1208,2025-04-25,2025-04-28,2025-04-26,2025-05-08,19.0,33,633.0
ITEM_0048_5,ITEM_0048,5,5,10,VENDOR_010,3393,2025-04-27,2025-05-04,2025-04-29,2025-05-15,31.0,62,1923.0
ITEM_0001_3,ITEM_0001,3,1,6,VENDOR_006,7287,2025-04-26,2025-05-06,2025-04-29,2025-05-11,34.0,30,1033.0
ITEM_0002_3,ITEM_0002,3,4,7,VENDOR_007,8438,2025-04-24,2025-04-26,2025-04-26,2025-05-05,89.0,19,1698.0
